Time,Distance,Player_Pos_X,Player_Pos_Y,Player_Pos_Z,Player_Speed,Player_Health,Player_Turret_X,Player_Turret_Y,Player_Body_X,Player_Body_Y,Player_Body_Z,TurretCam_X,TurretCam_Y,TurretCam_Z,StereoL_X,StereoL_Y,StereoL_Z,StereoL_Roll,StereoL_Pitch,StereoL_Yaw,StereoR_X,StereoR_Y,StereoR_Z,StereoR_Roll,StereoR_Pitch,StereoR_Yaw,Enemy_Pos_X,Enemy_Pos_Y,Enemy_Pos_Z,Enemy_Speed,Enemy_Health,Enemy_Turret_X,Enemy_Turret_Y,Enemy_Body_X,Enemy_Body_Y,Enemy_Body_Z
26.61,275.08,72.2108,7.9973,5.2351,5.83,100.00,90.70,0.00,90.70,0.00,0.00,72.5606,11.0152,5.2237,72.5754,11.0152,5.6136,0.00,0.00,90.70,72.5631,11.0152,4.6136,0.00,0.00,90.70,59.0000,8.6000,280.0000,0.00,100.00,180.00,0.00,180.00,0.00,0.00
27.11,275.27,75.1286,7.9967,5.1993,5.83,100.00,90.70,0.00,90.70,0.00,0.00,75.4784,11.0146,5.1880,75.4932,11.0146,5.5778,0.00,0.00,90.70,75.4809,11.0146,4.5779,0.00,0.00,90.70,59.0000,8.6000,280.0000,0.00,100.00,180.00,0.00,180.00,0.00,0.00
27.61,275.50,78.0444,7.9967,5.1635,5.83,100.00,90.70,0.00,90.70,0.00,0.00,78.3942,11.0146,5.1522,78.4090,11.0146,5.5421,0.00,0.00,90.70,78.3967,11.0146,4.5421,0.00,0.00,90.70,59.0000,8.6000,280.0000,0.00,100.00,180.00,0.00,180.00,0.00,0.00
28.11,275.75,80.9604,7.9966,5.1278,5.83,100.00,90.70,0.00,90.70,0.00,0.00,81.3102,11.0145,5.1165,81.3250,11.0145,5.5063,0.00,0.00,90.70,81.3127,11.0145,4.5064,0.00,0.00,90.70,59.0000,8.6000,280.0000,0.00,100.00,180.00,0.00,180.00,0.00,0.00
28.61,276.03,83.8765,7.9966,5.0921,5.83,100.00,90.70,0.00,90.70,0.00,0.00,84.2263,11.0145,5.0807,84.2410,11.0145,5.4706,0.00,0.00,90.70,84.2288,11.0145,4.4707,0.00,0.00,90.70,59.0000,8.6000,280.0000,0.00,100.00,180.00,0.00,180.00,0.00,0.00
29.11,276.35,86.7924,7.9966,5.0563,5.83,100.00,90.70,0.00,90.70,0.00,0.00,87.1422,11.0145,5.0450,87.1569,11.0145,5.4348,0.00,0.00,90.70,87.1447,11.0145,4.4349,0.00,0.00,90.70,59.0000,8.6000,280.0000,0.00,100.00,180.00,0.00,180.00,0.00,0.00
29.61,276.69,89.7083,7.9966,5.0206,5.83,100.00,90.70,0.00,90.70,0.00,0.00,90.0580,11.0145,5.0092,90.0728,11.0145,5.3991,0.00,0.00,90.70,90.0605,11.0145,4.3992,0.00,0.00,90.70,59.0000,8.6000,280.0000,0.00,100.00,180.00,0.00,180.00,0.00,0.00
30.11,277.06,92.6241,7.9965,4.9848,5.83,100.00,90.70,0.00,90.70,0.00,0.00,92.9739,11.0144,4.9735,92.9887,11.0144,5.3634,0.00,0.00,90.70,92.9764,11.0144,4.3634,0.00,0.00,90.70,59.0000,8.6000,280.0000,0.00,100.00,180.00,0.00,180.00,0.00,0.00
30.61,277.47,95.5401,7.9965,4.9491,5.83,100.00,90.70,0.00,90.70,0.00,0.00,95.8898,11.0144,4.9378,95.9046,11.0144,5.3276,0.00,0.00,90.70,95.8924,11.0144,4.3277,0.00,0.00,90.70,59.0000,8.6000,280.0000,0.00,100.00,180.00,0.00,180.00,0.00,0.00
31.12,277.90,98.4644,7.9939,4.9133,5.83,100.00,90.70,0.00,90.70,0.00,0.00,98.8142,11.0118,4.9019,98.8290,11.0118,5.2918,0.00,0.00,90.70,98.8167,11.0118,4.2918,0.00,0.00,90.70,59.0000,8.6000,280.0000,0.00,100.00,180.00,0.00,180.00,0.00,0.00
31.62,278.37,101.3802,7.9939,4.8775,5.83,100.00,90.70,0.00,90.70,0.00,0.00,101.7300,11.0118,4.8662,101.7448,11.0118,5.2560,0.00,0.00,90.70,101.7325,11.0118,4.2561,0.00,0.00,90.70,59.0000,8.6000,280.0000,0.00,100.00,180.00,0.00,180.00,0.00,0.00
32.12,278.86,104.2964,7.9938,4.8418,5.83,100.00,90.70,0.00,90.70,0.00,0.00,104.6462,11.0117,4.8304,104.6610,11.0117,5.2203,0.00,0.00,90.70,104.6487,11.0117,4.2204,0.00,0.00,90.70,59.0000,8.6000,280.0000,0.00,100.00,180.00,0.00,180.00,0.00,0.00
32.62,279.39,107.2125,7.9937,4.8060,5.83,100.00,90.70,0.00,90.70,0.00,0.00,107.5623,11.0116,4.7947,107.5771,11.0116,5.1845,0.00,0.00,90.70,107.5648,11.0116,4.1846,0.00,0.00,90.70,59.0000,8.6000,280.0000,0.00,100.00,180.00,0.00,180.00,0.00,0.00
33.12,279.94,110.1284,7.9937,4.7703,5.83,100.00,90.70,0.00,90.70,0.00,0.00,110.4782,11.0116,4.7589,110.4930,11.0116,5.1488,0.00,0.00,90.70,110.4807,11.0116,4.1489,0.00,0.00,90.70,59.0000,8.6000,280.0000,0.00,100.00,180.00,0.00,180.00,0.00,0.00
33.62,280.52,113.0461,7.9932,4.7345,5.83,100.00,90.70,0.00,90.70,0.00,0.00,113.3959,11.0111,4.7232,113.4107,11.0111,5.1130,0.00,0.00,90.70,113.3984,11.0111,4.1131,0.00,0.00,90.70,59.0000,8.6000,280.0000,0.00,100.00,180.00,0.00,180.00,0.00,0.00
34.12,281.13,115.9619,7.9932,4.6988,5.83,100.00,90.70,0.00,90.70,0.00,0.00,116.3117,11.0111,4.6874,116.3265,11.0111,5.0773,0.00,0.00,90.70,116.3142,11.0111,4.0774,0.00,0.00,90.70,59.0000,8.6000,280.0000,0.00,100.00,180.00,0.00,180.00,0.00,0.00
34.62,281.77,118.8781,7.9931,4.6630,5.83,100.00,90.70,0.00,90.70,0.00,0.00,119.2279,11.0110,4.6517,119.2426,11.0110,5.0415,0.00,0.00,90.70,119.2304,11.0110,4.0416,0.00,0.00,90.70,59.0000,8.6000,280.0000,0.00,100.00,180.00,0.00,180.00,0.00,0.00
35.12,282.39,121.6158,7.9931,4.6405,5.48,100.00,89.97,0.00,89.97,0.00,0.00,121.9657,11.0109,4.6337,121.9755,11.0109,5.0237,0.00,0.00,89.97,121.9761,11.0109,4.0237,0.00,0.00,89.97,59.0000,8.6000,280.0000,0.00,100.00,180.00,0.00,180.00,0.00,0.00
35.62,282.91,123.9554,7.9930,4.6527,4.68,100.00,89.64,0.00,89.64,0.00,0.00,124.3053,11.0109,4.6479,124.3129,11.0109,5.0379,0.00,0.00,89.64,124.3192,11.0109,4.0379,0.00,0.00,89.64,59.0000,8.6000,280.0000,0.00,100.00,180.00,0.00,180.00,0.00,0.00
36.12,283.47,126.4473,7.9913,4.6686,4.97,100.00,89.64,0.00,89.64,0.00,0.00,126.7972,11.0092,4.6637,126.8047,11.0092,5.0538,0.00,0.00,89.64,126.8111,11.0092,4.0538,0.00,0.00,89.64,59.0000,8.6000,280.0000,0.00,100.00,180.00,0.00,180.00,0.00,0.00
36.62,284.10,129.1168,7.9911,4.6856,5.34,100.00,89.64,0.00,89.64,0.00,0.00,129.4667,11.0090,4.6807,129.4742,11.0090,5.0708,0.00,0.00,89.64,129.4806,11.0090,4.0708,0.00,0.00,89.64,59.0000,8.6000,280.0000,0.00,100.00,180.00,0.00,180.00,0.00,0.00
37.15,284.85,132.1610,7.9674,4.7050,5.71,100.00,89.64,0.00,89.64,0.00,0.00,132.5109,10.9853,4.7001,132.5184,10.9853,5.0902,0.00,0.00,89.64,132.5248,10.9853,4.0902,0.00,0.00,89.64,59.0000,8.6000,280.0000,0.00,100.00,180.00,0.00,180.00,0.00,0.00
37.65,285.60,135.0774,7.9674,4.7235,5.83,100.00,89.64,0.00,89.64,0.00,0.00,135.4273,10.9853,4.7187,135.4348,10.9853,5.1088,0.00,0.00,89.64,135.4412,10.9853,4.1088,0.00,0.00,89.64,59.0000,8.6000,280.0000,0.00,100.00,180.00,0.00,180.00,0.00,0.00
